MP ID,MP Name,Region Id,GL Code,GL Name,Parent ASIN,ASIN,Review Id,Review Title,review_text,rating,Brand,Verbatim,Verbatim Score,Topic Id,L1 Topic,L2 Topic,L3 Topic,l4_defect,Polarity,Submission Date,Last Updated DateTime,Week Number
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75500403041,Unreliable hardware & clueless chaotic support,"[[VIDEOID:157b0f088c02494e6d66661ed85cf4e8]] The Insta360 Link 2 arrived defective, powering on, spinning, showing a red light, and failing. Over a week of technical support, including sending logs and videos, led to no resolution. Support was chaotic, with reps ignoring case history and asking me to do redundant steps already done and noted in the case history. Clearly they don’t read before firing off instructions. The lack of coordination and professionalism was poor. Learning their “American Headquarters” is a shared workspace desk in Irvine, CA, further eroded trust. The product and support are utterly disappointing.",1,,Support was chaotic,0.63,51be17c0-591b-4aed-a773-47b0ee6b7dfa,customer service,customer support,customer service,bad customer support,negative,2025-04-15T01:14:56.000Z,2025-08-22T17:02:14.000Z,2025/4/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75525067901,Simply the best,insta always the best,5,,insta always the best,0.72,9d367c1f-eaa4-4939-8353-7650ea0c9a70,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-04-16T08:10:09.000Z,2025-08-11T01:42:31.000Z,2025/4/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75568878491,Best web cam you can get.,Awesome. Heads up it does not do white board mode when pointing down at your desk.,5,,Awesome,0.92,0de2a463-9c7e-4983-adb0-0d11714fb932,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-04-18T18:31:46.000Z,2025-08-11T01:00:10.000Z,2025/4/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75694961921,As advertised and hyped by influencers,Great camera. Only the software takes a bit of getting used to but overall very satisfied with the quality.,5,,Great camera,1.0,d6ab0c35-c7f3-4b4f-915d-a5dfd903c5ad,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-04-25T12:31:17.000Z,2025-08-11T01:04:10.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75764909941,Terrible Customer Service,"The camera is ok -- just ok -- although it is temperamental.<br /><br />When there are problems, expect NOTHING by way of support from this company.  Their customer service is awful.",1,,Their customer service is awful,0.91,b838c19a-1c16-4b77-a302-783800993bb8,customer service,customer support,customer service,customer service - generic,negative,2025-04-29T02:03:02.000Z,2025-08-22T05:49:56.000Z,2025/4/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75806641721,Nice!,Great product. Works well!,5,,Great product,0.97,530e991f-3edd-4f9e-8b35-0437d8c20234,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-05-01T10:23:28.000Z,2025-07-19T23:11:43.000Z,2025/4/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75813301311,Awesome webcam,"Product as described, quick shipping.",5,,Product as described,0.84,c70a26c0-a1bf-4df9-9b6e-5888e87cb1d9,miscellaneous,catalog match,as advertised claimed,exactly as expected,positive,2025-05-01T17:41:07.000Z,2025-08-18T20:16:33.000Z,2025/4/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75935518651,"Software not working, poor response from support","Returning. Most-recent software on my Windows 10 machine hung on ""Are you willing to assist us in improving the user experience?"" dialog box, and neither the Disagree or Agree buttons worked to clear the box. Repeatedly reinstalled and restarted, no change.<br /><br />Called customer support, and the rep asked me to email a screenshot and promised a 24-hour turnaround for a solution, most likely sooner. It's day three with no response, and I need a camera for work, so it's going back.",1,,Returning,0.9,484ff477-376e-4585-b89a-31da449ef5c0,miscellaneous,customer preference,customer satisfaction,returned,negative,2025-05-07T22:35:48.000Z,2025-08-18T19:47:30.000Z,2025/5/3 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,75959801251,It works yet no carrmg case/bag!,"The camera works well on the MacBook Pro; however, one drawback is the packaging. The box is excessively large, and once you open the camera and start using it, there isn’t a suitable way to carry it while protecting the moving parts and the lens. I was surprised that such a high-quality camera didn’t come with a case, like a pouch or bag, to help safeguard the rotating components.",3,,The camera works well on the MacBook Pro,0.62,f977d4e2-02b1-46f3-87a6-d8e9e213d05f,product component related specs or functionalities,compatibility,compatibility overall,works good on mac,positive,2025-05-09T04:43:12.000Z,2025-08-15T18:43:07.000Z,2025/5/3 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76057439791,Way better than my Mac webcam,"For the price, it’s great.",5,,"For the price, its great",0.95,9ef66c6b-b19c-4e22-9f48-9867200b4022,miscellaneous,customer preference,price,price - generic,positive,2025-05-14T04:15:06.000Z,2025-08-18T19:56:25.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76105572551,Calidad,Todo bien,5,,Calidad,0.25,718ce4da-9efc-4301-b45e-78a05be7c56f,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-05-16T18:59:44.000Z,2025-08-18T19:58:55.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76124382731,A GOOD webcam!,"Finally, a webcam that rivals my iPhone 13 Pro Max! I’m absolutely loving this cam",5,,Im absolutely loving this cam,0.74,38bd7d44-6e18-4ee9-a03b-68146e121703,miscellaneous,customer preference,customer satisfaction,good cam,positive,2025-05-17T18:05:32.000Z,2025-08-18T20:07:54.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76180561021,Plugnplay AI incapable of missing the perfect shot,"Insta360 Link 2 is never out of frame or or of focus.<br />Nice packaging, ready in less than a minute, just plug it in. Compatible with Teams plugnplay (plugnplay chroma key for green screen! No OBS or third device!). Controller application not required but available with many custom options like presets, turning off hand gestures etc.",5,,Insta360 Link 2 is never out of frame or or of focus,0.56,83a07468-4aec-4f3f-9c75-ec42037d3bea,product component related specs or functionalities,image,image focus,does not focus,negative,2025-05-20T11:43:25.000Z,2025-08-22T05:56:53.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76200432451,Love this seller,Love it,5,,Love it,0.86,c3b6a45d-840a-41f2-bf69-516755d1e7fa,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-05-21T05:55:20.000Z,2025-08-18T20:16:45.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76229365891,Insta360 Link 2: The Ultimate Web Cam,"The Insta360 Link 2 is an incredible device. I bought this even though my Apple Studio Display has a built-in Web Cam; however the video quality is subpar.  Another reason is that I use a BenQ Halo monitor lamp that covers the camera.<br /><br />FYI, I had to purchase the device in the link to mount it on the BenQ Halo. However, it’s not needed if you don’t use a monitor lamp. BenQ’s proprietary Webcam mount is out of stock with no date of re-stock.<br /><br /> https://www.amazon.com/JCWINY-Accessory-ScreenBar-Adjustable-Computer/dp/B0CQFSVW7N<br /><br />Back to the Insta360 Link 2. Setup is easy and straight forward. Great functionality. The size is appropriate for a Web Cam of this type with powered mechanisms inside. However, it's not overtly huge.<br /><br />The tracking feature is nice with three (3) levels of speed. However, most will remain seated in one position; but it will compensate for slight movements.  Auto focus is great to keep you looking pristine.<br /><br />4K video can introduce a bit of video noise for objects in the background. It can be lessened by reducing the frames per second down from 30fps to 25fps or 24fps. 1080p video is the sweet spot.<br /><br />Upon starting your computer, it will go through a calibration sequence of about 5 seconds with no video. A privacy lens is not needed when the camera is not in use as it returns to a downward facing position. Background choices are nice when your room is a bit unsightly; or you’d rather not have your audience know you’re in the bedroom or another area you’d rather not reveal.<br /><br />FYI, on my Mac Mini M4 I had to go into settings and activate “camera extensions” to use backgrounds as they are unavailable upon Initial install of the software. 24/7 tech support guided me through the activation process which I contacted at 1AM CST.  Another great reason to purchase the Insta360 Link 2.<br /><br />The Insta360 Link 2 is sightly expensive at $199_USD. However, if you’re looking for a Web Cam w",5,,Great functionality,0.9,c1584e4e-ff4d-4b31-9161-d7cd49f82ec2,miscellaneous,customer preference,customer satisfaction,good functionality,positive,2025-05-22T19:44:46.000Z,2025-08-22T14:24:07.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76229365891,Insta360 Link 2: The Ultimate Web Cam,"ith great video and audio (other features aside) you won’t be disappointed. I highly recommend this product. In fact, I ordered a second one for my other Apple Studio Display.",5,,Great functionality,0.9,c1584e4e-ff4d-4b31-9161-d7cd49f82ec2,miscellaneous,customer preference,customer satisfaction,good functionality,positive,2025-05-22T19:44:46.000Z,2025-08-22T14:24:07.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76238312121,"Awesome quality, cool features","For the price, this is a great webcam - by far the best I've used for video quality and color accuracy. No issues using with OBS Studio. I don't know about the microphone quality as I use a Rode Procaster and wireless lapel mics. I also have a Razor Kiyo Pro I use with my Elgato Prompter, but this Link 2 is nicer quality to my eye and has FAR better software. This is no replacement for a mirrorless or DSLR, but it is good for a professional looking meeting, especially when paired with something like an Elgato Key Light Mini or two.",5,,I don't know about the microphone quality as I use a Rode Procaster,0.8,10865cf0-b25f-4c3c-a32d-c8e5774d401b,product component related specs or functionalities,audio,microphone,microphone - generic,negative,2025-05-23T02:10:42.000Z,2025-08-24T08:48:06.000Z,2025/5/17 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76260976631,Plug and Play with no issues on MacOS,Was simply plug and play with no drivers or software required on a 2021 MacBook Pro running Sequoia 15.3.2 including the AI tracking. While not required I did install the desktop software in order to update the firmware and had no problems there either. Firmware update was just a couple clicks in the Insta360 Link Controller software with no issues what so ever. I don't doubt the reviews that claim they had issues are legit but I can say these issues do not exist on MacOS Sequoia when starting with a camera running firmware that is shipping as of May of 2025 and OBS for software.<br /><br />Video quality is as advertised and much better than the built in apple webcams (not that that sets the bar very high). The audio has some echo/reverb to it despite having acoustic treatments in the room. I will stick with my Shure SM7B for audio. The fit and finish of the camera feels high quality.<br /><br />I have only been using the camera for one day so cant say I wont bump into issues with extended use but first impressions are good.  I can ignore the audio quality since I had no intention of using the built in microphone.,5,,The audio has some echo/reverb to it despite having acoustic treatments in the room,0.5,a690f8de-0484-4d6a-bba5-fe9a79ed93f3,product component related specs or functionalities,audio,audio quality,reverb or echo when using,negative,2025-05-24T05:23:28.000Z,2025-08-22T23:38:28.000Z,2025/5/24 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76288041221,Great camera. Less than optimal software.,Excellent camera. Software on desktop is glitchy with clunky UI. But camera itself is awesome! Hopefully they improve the software soon.,4,,Great camera,1.0,cf56a25f-b475-423f-b5b9-a5ab4a07b32c,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-05-25T20:34:08.000Z,2025-08-22T01:05:08.000Z,2025/5/24 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76434519471,It's Great Camera!,"Excellent webcam. Autofocus is good, color accuracy is fine, durability is great, mountability is really good for a webcam. I streamed an entire cross country road trip with it, I currently use it as the main cam for my backyard bunny and birds streams, and it's a decent alternate view camera when I'm gaming. I've used Streamer.bot and Move Value Plugin in OBS to allow my Twitch chat to move the camera with their channel points. They can always check in on the cats whenever they want now. Connectivity is instant and the software is really decent. I finally used the DeskView function to stream fixing my GPU. It worked great. I would highly recommend this camera and am hopeful they hear our pleas to update the software so we can use multiple cameras with it. It's a niche thing that few people are going to want but those of us that do REALLY want that ability. Oh lastly it's SUPER durable. I have it mounted to a suction cup quarter inch mount on a window and the cats have knocked it off of there serval times already dropping it about 5 feet each time. It's held up like a champ. I looked at a ton of reviews between this and the Obsbot Tiny 2 and this just wins overall. Sure Obsbot has more filters but honestly they kind of suck. Just use 3rd party stuff for filters. I've had this thing since November 2024 and it's been awesome. I'd genuinely love to buy more of them and just get rid of my crappy Logitech cams altogether but much like Logitech there's still no support for multiples of the same model in the software. Would love to save some money and buy more if this camera but so far it's looking like I might have to step up to a big boy POE PTZ setup for multiple PTZ cameras. Still don't regret buying this thing. It's the perfect middle ground between webcam & actual surveillance PTZ cams.",5,,durability is great,1.0,a9130c07-127d-4665-994f-9d76cb3b4764,used or damaged or expired product issues,durability and longevity,durability,durability - generic,positive,2025-06-01T22:35:35.000Z,2025-08-22T16:24:41.000Z,2025/5/31 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76439802021,excelente,excelente,5,,excelente,0.59,1bf8e8cb-26d6-438f-b1f1-e18a3d80f176,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-06-02T03:11:55.000Z,2025-08-23T12:40:35.000Z,2025/5/31 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76550267031,Great Cam,Great AI tracking cam for Mac with a lot of features. Excellent easy-to-use software.,5,,Excellent easy-to-use software,0.98,5e9b2854-5230-421e-a75c-a65ba801ed8f,product component related specs or functionalities,user experience,software application,easy to use software,positive,2025-06-07T05:39:21.000Z,2025-08-18T19:49:02.000Z,2025/6/7 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76575876311,"Received Defective Unit but after a month, they've made it right.","The saga of my new webcam has a happy ending.  Recommended by Wirecutter, I was very excited about the webcam and I bought the Link2 on April 14th. By April 29th--after 1 usage, I was trying to determine with the service chat folks why my webcam was malfunctioning. On May 13th, I went it in for repair. On May 29th, I was told it was shipped back after they replaced the motherboard of the webcam. To date, I have still not received the webcam and the tracking # hasn't moved from its point of origin. The repair department has had my webcam longer than I have and it should have been replaced rather than repaired  as it was defective when I bought it. The only good thing I can say is that while a long tedious process, the back and forth between their chat technicians was polite. But all I want is a working webcam. If I ever get it back, I'll update its ability to function.<br />UPDATE: Despite noting on the service ticket that they had replaced the motherboard, I'm happy to report that they sent me an entirely new working webcam. Additionally, their customer service followed up with me to ensure it was working. I've changed my rating and can now say that I'm a satisfied customer. I've changed my rating from 1 to 4 stars.",3,,I was very excited about the webcam,0.58,aea71b21-5f41-40b7-82e5-51a24f73298f,miscellaneous,customer preference,customer satisfaction,good webcam,positive,2025-06-08T14:45:36.000Z,2025-06-18T02:29:44.000Z,2025/6/7 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76601470171,.,"Great picture/video quality, but it creates a microphone delay.",4,,Great picture/video quality,0.84,6184a349-12f2-44b0-bb4d-206bc5714206,product component related specs or functionalities,video resolution clarity,video quality,video quality - generic,positive,2025-06-09T18:50:10.000Z,2025-08-22T06:04:13.000Z,2025/6/7 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76612443571,Quality and ease of use,I have already recommended this product to all my colleagues. The quality is amazing and I get asked about it all the time. I work for a software company and spend all day in zoom calls so this was a must.,5,,The quality is amazing,0.99,9088f740-8de4-4f02-aff2-bc411d70cf91,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-06-10T01:44:59.000Z,2025-08-22T23:47:54.000Z,2025/6/7 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76683418861,Unbelievable for whiteboard and diagrams,"This thing has been a gamechanger for me at work. So much so that one of our C-level execs saw it in action and ordered them for his whole staff.<br />If you have a lot of Teams/Zoom calls where you're working with diagrams, being able to just walk to your physical whiteboard without any fiddling or setup is GREAT. The snap-to-area around the whiteboard actually works great without having to even interact with the controller app. But the smart whiteboard setting also works exactly as advertised. My whiteboard is across the room at a 90-degree angle to my PC, and it fixes the angle skew just like in the advertisement video. Even if you don't have a whiteboard, the desk view is actually good enough that you can just use a paper notepad and pen. Its so convenient to just hit one button for the desk view and grab a pen/paper on a Teams/Zoom call.<br />Its been a while since I've been so happy with a tech purchase, but this one literally makes my life better every day.",5,,Its so convenient to just hit one button for the desk view,0.68,37dab79a-3eef-4aa2-b1b6-7ed270acd42b,product component related specs or functionalities,features,touch or button controls,easy to push button,positive,2025-06-13T15:04:56.000Z,2025-08-22T20:14:52.000Z,2025/6/7 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76726296171,Broke within a week.,"Stopped working in less than a week. Customer service website it barely useable. The process to send it back for repair is slow. For what I paid for this, I would hope for better quality control.",1,,Broke within a week,1.0,3d06c0db-1e3b-40eb-a3a1-b3afb30219f9,used or damaged or expired product issues,durability and longevity,durability,broke in few weeks,negative,2025-06-15T20:22:18.000Z,2025-08-11T00:26:49.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76741035021,Great Functionality,Amazing quality. Very versatile for my needs,5,,Amazing quality,1.0,be7de3ba-58f5-4f68-b8f6-7a5a3442f03a,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-06-16T17:11:14.000Z,2025-08-21T06:54:13.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76786389701,Random noise and vibration,"It randomly vibrates and makes a buzzing sounds, causing the image to get blurry. I have only had for 2 months and have never used it. Only test it , I can’t imagine if try to stream with it<br /><br />I think it’s a little over priced",2,,I think its a little over priced,0.74,fa1a6fe4-013c-4b78-a423-8c8ca11062dd,miscellaneous,customer preference,price,overpriced,negative,2025-06-18T18:01:21.000Z,2025-07-16T13:40:14.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76804610071,Hilariously Smart...and a Little Too Observant,"The InstaLink 360 is a fantastic little gadget—crisp video, smooth tracking, and a magical ability to make you look like a professional speaker in every meeting with zero effort. It’s basically my new favorite coworker.<br /><br />That said… we need to talk about the hand gesture feature. As an Italian, I now live in fear that every expressive hand movement is triggering a full-blown cinematic tracking shot. I was explaining something with my usual flair, and the camera went rogue—zoomed in dramatically on the whiteboard, then whipped around and locked onto my dog like she was giving a TED Talk.<br /><br />It’s like having an overenthusiastic film student filming a spaghetti western: intense close-ups, spontaneous pans, and all the drama.<br /><br />Still, five stars. Just don’t blame the camera when your next Zoom turns into a Scorsese film. Mangia and motion at your own risk. 🍝🎥",5,,"The InstaLink 360 is a fantastic little gadget—crisp video, smooth tracking, and a magical ability to make you look like a professional speaker in every meeting with zero effort",0.35,e051191c-3948-4235-8db7-5032b04c8ca2,product component related specs or functionalities,video resolution clarity,video quality,smooth tracking,positive,2025-06-19T13:06:07.000Z,2025-08-21T23:47:44.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76817153141,Picture quality 100% but realignment makes it annoying,The picture quality is too notch but the negative is that the camera keeps resetting after use and I have to keep realigning it before a new use. Yes I turn off Ai tracking and tried with it on as I want my background to my right to be caught,4,,the negative is that the camera keeps resetting after use,0.4,da9d98c0-7c6f-4d25-8e67-e78b54975d87,used or damaged or expired product issues,damaged and defective,constant reboot or restart,camera keeps restarting,negative,2025-06-20T01:43:03.000Z,2025-08-18T19:17:48.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76934898171,Closet to DSLR I've found,"I’ve bought a couple of these now, one for me, one for a client and they’ve both delivered exactly what we needed.<br /><br />The image quality is top-tier for a webcam. That 1/2"" sensor and HDR setup gets you really close to DSLR-level video without the setup headache. It’s not quite DSLR, but it’s the closest thing I’ve seen in this category.<br /><br />AI tracking is smooth, audio’s crystal clear even in noisy spaces, and the autofocus just works. No lag, no blur. Plus, gesture controls and remote smartphone access? Total game-changer when you're presenting or producing on the fly.<br /><br />If you need a webcam that looks pro, sounds sharp, and feels built for modern streaming and calls and content creation, this is the one I keep recommending.",5,,The image quality is top-tier for a webcam,0.7,4ebec824-8f29-4b7e-a403-a333f2219495,product component related specs or functionalities,image,image or picture clarity,good quality webcam,positive,2025-06-25T18:45:54.000Z,2025-08-22T20:10:13.000Z,2025/6/21 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76954800991,Nice,"This camera is pretty sick. The only thing I wish is that they could make it so you could stream at the same quality on OBS as when you use it as a WebCam, I find it strange to be honest that the quality change is based on how you’re using it but whatever it’s still pretty nice and it’s pretty clean and it’s pretty smooth when it comes to it following you with it AI feature if it’s actually AI I don’t know but it’s cool",4,,Nice,1.0,89ef853e-85ef-4e67-a55d-3f9226f961d1,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-06-26T17:17:56.000Z,2025-08-24T09:36:12.000Z,2025/6/21 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76969606781,SCAM,SCAM. Package was undeliverable and they refused to refund me. Do not buy from this seller.,1,,Do not buy from this seller,0.86,2863d03c-83d6-4f1c-82b6-c02180a701f4,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,negative,2025-06-27T11:59:37.000Z,2025-06-29T00:04:51.000Z,2025/6/21 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76970346341,Camera is on & facing me when I did not turn it on.,"Works beautifully during conference (eg, Zoom) calls.  My criticism is that I see the camera on and recording me even when I have not started a webcam meeting or recording.  Is it spying on me?",4,,recording me even when I have not started a webcam meeting or recording,0.03,4debcc76-4834-4362-bcc1-aaeba3400adf,product component related specs or functionalities,camera related,recording feature,recording feature - generic,negative,2025-06-27T13:40:38.000Z,2025-08-22T06:10:34.000Z,2025/6/21 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,76983892381,"La mejor, y mejor que obs","Buscas webcam, seguimiento y la mejor resolucion? No busque mas esta es la que necesitas no hay mas nada que pensar",5,,esta es la que necesitas no hay,0.43,1e123a6d-3d08-41c2-b21f-ade21d3e1c24,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-06-28T02:52:11.000Z,2025-08-23T02:57:05.000Z,2025/6/28 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77056327811,"You need it, massive upgrade",Excellent camera and a massive improvement instead of the laptop camera and features.,5,,Excellent camera and a massive improvement instead of the laptop camera and features,0.79,f3053fb4-17b7-4bee-a869-4cd951e503a4,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-07-01T19:37:13.000Z,2025-08-22T22:19:55.000Z,2025/6/28 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77060476201,Amazing camera,Very nice! Way better than the elgato for the same price.,5,,Amazing camera,0.98,e4235c39-5aed-4e26-a708-9d7d2c205ea6,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-07-01T20:49:57.000Z,2025-08-22T11:54:22.000Z,2025/6/28 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77112762981,A+ High End 4K WebCam,"The quality looks really good with just the ceiling light, but looks even better with my desk lights on. It's a pretty slick looking device that works the way it was designed. The AI tracking works perfect and the software is easy to use. The magnet mount stays on top of my monitor with ease. It's the perfect webcam for the value, nice size and the autofocus is great as well.",5,,the software is easy to use,0.99,90ae0b17-a7d3-46f1-8f6e-2f20cc6aed1c,product component related specs or functionalities,user experience,software application,easy to use software,positive,2025-07-04T13:35:12.000Z,2025-07-29T09:48:36.000Z,2025/6/28 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77185085041,"""Dude your camera is so crispy!""","Works great on my Mac, coworkers keep commenting how sharp my footage is during calls.<br /><br />Follow feature works great although I wish it wouldn't turn back on if you adjust the position manually.",5,,Works great on my Mac,0.77,284cda2b-d9d9-4767-8acd-39065dcc15fd,product component related specs or functionalities,compatibility,compatibility overall,works good on mac,positive,2025-07-08T01:22:59.000Z,2025-08-20T21:40:34.000Z,2025/7/5 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77195035511,Too many issues with Teams and USB Hub usage.,"This has all sorts of connection issues and doesn't get recognized by Microsoft Teams unless you use the one USB c port on your laptop. It doesn't have proper driver support to work well through USB and if you need multiple peripherals for your laptop or PC and have to use a usb hub this is pretty much worthless. Im sure it works well for all the streamers and their OBS software, but for work computers it's a definite NO GO.",2,,Im sure it works well for all the streamers and their OBS software,0.83,0c42a379-fdea-4a08-8724-0deb600bdd0c,product component related specs or functionalities,user experience,software application,streamer works good,positive,2025-07-08T15:27:19.000Z,2025-08-11T00:45:44.000Z,2025/7/5 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77211617211,"Great camera quality, slightly annoying AI","I bought this because I wanted something better than my laptop webcam, and the quality is definitely there. The picture is super clear and I love the lighting adjustments, background filter, and how you can move the camera angle through the app. That part feels really modern and works well.<br /><br />That said, the instructions aren’t super beginner-friendly and some things took trial and error to figure out. The AI tracking doesn’t follow me smoothly if I move too far to the side, and it turns itself back on way too easily if I adjust the camera manually. The mic sounds really good if you’re sitting near your setup, but not great for moving around.<br /><br />Overall solid webcam with great features, just takes some getting used to.",4,,the quality is definitely there,0.95,20cee431-b4e7-434a-8a0b-fcf8324b800e,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-07-09T11:55:11.000Z,2025-08-13T16:03:16.000Z,2025/7/5 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77270370091,Bummer of a camera so far.,"[[VIDEOID:d1542d8712ce718d7eea1b36a842b032]] Lots of lagging with this camera about 20 minutes into my Zoom broadcast, I run online exercise classes. Video lags behind the live audio about 20 minutes in. I tried using my iPhone as webcam via Zoom and did not have the same issues. I bought another competitor's cam and will try that this week. Chatted with tech Insta360 support but haven't heard back as promised. Bummer. All this being said, it's possible that this isn't a camera issue and something else with my MacBook. But I've reinstalled the operating system and still experienced same. I think it's the camera. If I determine it's not the camera, I will delete this review. Posting review on 7/11/25",1,,Bummer,0.74,055fa349-8c3f-40ce-9c2d-ebb9dbbbfa04,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,negative,2025-07-12T05:09:33.000Z,2025-07-14T07:19:53.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77308343641,Love it,"This thing is near DSLR levels in image quality, great performance in low light. Much better than my brio",5,,Love it,0.86,d43939ec-0be3-42e3-92eb-dad66b330559,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-07-14T00:21:49.000Z,2025-08-20T07:23:57.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77327473371,Meh,only turns on about 70% of the time. Constantly need to unplug and replug to make it work. When it does turn out the image is good and tracking works fine.,3,,tracking works fine,0.9,79248756-1c0e-4946-a33b-2ac44b614a95,product component related specs or functionalities,connectivity interference,gps,tracks good,positive,2025-07-14T18:00:34.000Z,2025-08-11T00:42:42.000Z,2025/7/12 00:00
